Run 392: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 393: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 394: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 395: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 396: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 397: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 398: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 399: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------361/400----------------

Run 400: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 401: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 402: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 403: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 404: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 405: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 406: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 407: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 408: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 409: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------370/410----------------

Run 410: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 411: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 412: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 413: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 414: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 415: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 416: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 417: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 418: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 419: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------380/420----------------

Run 420: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 421: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 422: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 423: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 424: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 425: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 426: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 427: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 428: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 429: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------390/430----------------

Run 430: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 431: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 432: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 433: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 434: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 435: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 436: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 437: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 438: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 439: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------399/440----------------

Run 440: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 441: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 442: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 443: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 444: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 445: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 446: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 447: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 448: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 449: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------407/450----------------

Run 450: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 451: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 452: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 453: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 454: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 455: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 456: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 457: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 458: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 459: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------415/460----------------

Run 460: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 461: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 462: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 463: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 464: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 465: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 466: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 467: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 468: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 469: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------425/470----------------

Run 470: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 471: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 472: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 473: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 474: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 475: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 476: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 477: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 478: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 479: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------434/480----------------

Run 480: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 481: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 482: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 483: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 484: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 485: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 486: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 487: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 488: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 489: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------444/490----------------

Run 490: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 491: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 492: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 493: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 494: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 495: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 496: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 497: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 498: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 499: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------452/500----------------

Run 500: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 501: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 502: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 503: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 504: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 505: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 506: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 507: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 508: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 509: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------461/510----------------

Run 510: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 511: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 512: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 513: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 514: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 515: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 516: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 517: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 518: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 519: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------469/520----------------

Run 520: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 521: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 522: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 523: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 524: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 525: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 526: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 527: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 528: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 529: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------478/530----------------

Run 530: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 531: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 532: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 533: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 534: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 535: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 536: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 537: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 538: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 539: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------486/540----------------

Run 540: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 541: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 542: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 543: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 544: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 545: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 546: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 547: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 548: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 549: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------494/550----------------

Run 550: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 551: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 552: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 553: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 554: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 555: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 556: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 557: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 558: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 559: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------503/560----------------

Run 560: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 561: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 562: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 563: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 564: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 565: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 566: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 567: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 568: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 569: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------512/570----------------

Run 570: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 571: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 572: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 573: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 574: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 575: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 576: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 577: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 578: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 579: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------519/580----------------

Run 580: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 581: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 582: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 583: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 584: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 585: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 586: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 587: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 588: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 589: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------528/590----------------

Run 590: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 591: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 592: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 593: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 594: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 595: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 596: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 597: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 598: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 599: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------535/600----------------

Run 600: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 601: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 602: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 603: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 604: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 605: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 606: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 607: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 608: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 609: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------544/610----------------

Run 610: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 611: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 612: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 613: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 614: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 615: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 616: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 617: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 618: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 619: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------554/620----------------

Run 620: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 621: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 622: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 623: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 624: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 625: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 626: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 627: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 628: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 629: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------563/630----------------

Run 630: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 631: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 632: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 633: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 634: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 635: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 636: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 637: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 638: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 639: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------571/640----------------

Run 640: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 641: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 642: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 643: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 644: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 645: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 646: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 647: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 648: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 649: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------580/650----------------

Run 650: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 651: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 652: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 653: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 654: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 655: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 656: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 657: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 658: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 659: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------589/660----------------

Run 660: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 661: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 662: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 663: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 664: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 665: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 666: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 667: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 668: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 669: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------598/670----------------

Run 670: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 671: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 672: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 673: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 674: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 675: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 676: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 677: {Accuracy: 0.00, Precision: 0.00, Recall: NaN}
Run 678: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 679: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------606/680----------------

Run 680: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 681: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 682: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 683: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 684: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 685: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 686: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 687: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 688: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 689: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------615/690----------------

Run 690: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 691: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 692: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 693: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 694: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 695: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 696: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 697: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 698: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 699: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------624/700----------------

Run 700: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 701: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 702: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 703: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 704: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 705: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 706: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 707: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 708: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 709: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------632/710----------------

Run 710: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 711: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 712: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 713: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 714: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 715: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 716: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 717: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 718: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 719: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------642/720----------------

Run 720: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 721: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 722: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 723: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 724: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 725: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 726: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 727: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 728: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 729: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------650/730----------------

Run 730: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 731: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 732: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 733: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 734: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 735: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 736: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 737: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 738: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 739: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
----------------659/740----------------

Run 740: {Accuracy: 0.00, Precision: NaN, Recall: NaN}
Run 741: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 742: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 743: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 744: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 745: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 746: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 747: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 748: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 749: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
----------------667/750----------------

Run 750: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 751: {Accuracy: 0.00, Precision: 1.00, Recall: 1.00}
Run 752: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 753: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 754: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 755: {Accuracy: 1.00, Precision: NaN, Recall: NaN}
Run 756: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
