Run 7003: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7004: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7005: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7006: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7007: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7008: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7009: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------700/1010----------------

Run 7010: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7011: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7012: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7013: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7014: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7015: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7016: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7017: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7018: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7019: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------703/1020----------------

Run 7020: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7021: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7022: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7023: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7024: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7025: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7026: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7027: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7028: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7029: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------710/1030----------------

Run 7030: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7031: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7032: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7033: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7034: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7035: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7036: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7037: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7038: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7039: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------717/1040----------------

Run 7040: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7041: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7042: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7043: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7044: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7045: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7046: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7047: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7048: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7049: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------726/1050----------------

Run 7050: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7051: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7052: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7053: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7054: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7055: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7056: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7057: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7058: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7059: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------731/1060----------------

Run 7060: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7061: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7062: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7063: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7064: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7065: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7066: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7067: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7068: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7069: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------739/1070----------------

Run 7070: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7071: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7072: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7073: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7074: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7075: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7076: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7077: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7078: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7079: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------745/1080----------------

Run 7080: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7081: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7082: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7083: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7084: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7085: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7086: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7087: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7088: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7089: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------752/1090----------------

Run 7090: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7091: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7092: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7093: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7094: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7095: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7096: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7097: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7098: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7099: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------757/1100----------------

Run 7100: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7101: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7102: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7103: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7104: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7105: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7106: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7107: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7108: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7109: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------761/1110----------------

Run 7110: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7111: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7112: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7113: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7114: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7115: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7116: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7117: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7118: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7119: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------768/1120----------------

Run 7120: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7121: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7122: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7123: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7124: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7125: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7126: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7127: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7128: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7129: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------775/1130----------------

Run 7130: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7131: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7132: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7133: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7134: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7135: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7136: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7137: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7138: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7139: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------784/1140----------------

Run 7140: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7141: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7142: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7143: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7144: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7145: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7146: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7147: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7148: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7149: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------792/1150----------------

Run 7150: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7151: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7152: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7153: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7154: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7155: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7156: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7157: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7158: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7159: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------797/1160----------------

Run 7160: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7161: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7162: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7163: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7164: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7165: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7166: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7167: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7168: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7169: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------804/1170----------------

Run 7170: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7171: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7172: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7173: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7174: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7175: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7176: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7177: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7178: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7179: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------812/1180----------------

Run 7180: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7181: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7182: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7183: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7184: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7185: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7186: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7187: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7188: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7189: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------819/1190----------------

Run 7190: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7191: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7192: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7193: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7194: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7195: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7196: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7197: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7198: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7199: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------827/1200----------------

Run 7200: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7201: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7202: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7203: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7204: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7205: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7206: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7207: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7208: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7209: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------833/1210----------------

Run 7210: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7211: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7212: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7213: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7214: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7215: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7216: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7217: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7218: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7219: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------840/1220----------------

Run 7220: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7221: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7222: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7223: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7224: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7225: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7226: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7227: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7228: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7229: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------848/1230----------------

Run 7230: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7231: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7232: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7233: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7234: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7235: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7236: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7237: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7238: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7239: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------852/1240----------------

Run 7240: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7241: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7242: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7243: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7244: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7245: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7246: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7247: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7248: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7249: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------858/1250----------------

Run 7250: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7251: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7252: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7253: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7254: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7255: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7256: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7257: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7258: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7259: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------864/1260----------------

Run 7260: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7261: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7262: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7263: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7264: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7265: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7266: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7267: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7268: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7269: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------872/1270----------------

Run 7270: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7271: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7272: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7273: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7274: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7275: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7276: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7277: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7278: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7279: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------881/1280----------------

Run 7280: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7281: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7282: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7283: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7284: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7285: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7286: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7287: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7288: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7289: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------888/1290----------------

Run 7290: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7291: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7292: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7293: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7294: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7295: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7296: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7297: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7298: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7299: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------895/1300----------------

Run 7300: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7301: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7302: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7303: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7304: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7305: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7306: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7307: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7308: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7309: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------901/1310----------------

Run 7310: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7311: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7312: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7313: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7314: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7315: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7316: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7317: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7318: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7319: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------905/1320----------------

Run 7320: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7321: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7322: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7323: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7324: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7325: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7326: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7327: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7328: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7329: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------909/1330----------------

Run 7330: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7331: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7332: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7333: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7334: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7335: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7336: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7337: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7338: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7339: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
----------------915/1340----------------

Run 7340: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7341: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7342: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7343: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7344: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7345: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7346: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7347: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7348: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7349: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------925/1350----------------

Run 7350: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7351: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7352: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7353: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7354: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7355: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7356: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7357: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7358: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7359: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------934/1360----------------

Run 7360: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7361: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7362: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7363: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7364: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7365: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7366: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7367: {Accuracy: 0.00, Precision: NaN, Recall: 0.00}
Run 7368: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7369: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
----------------940/1370----------------

Run 7370: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
Run 7371: {Accuracy: 1.00, Precision: 1.00, Recall: 1.00}
